i965-va-driver:amd64	2.4.1+dfsg1-1ubuntu0.1	amd64
ibus	1.5.29-2	amd64
ibus-data	1.5.29-2	all
ibus-gtk3:amd64	1.5.29-2	amd64
ibus-gtk4:amd64	1.5.29-2	amd64
ibus-gtk:amd64	1.5.29-2	amd64
ibus-table	1.17.4-2	all
ibus-table-cangjie-big	1.8.12-1	all
ibus-table-cangjie3	1.8.12-1	all
ibus-table-cangjie5	1.8.12-1	all
ibverbs-providers:amd64	50.0-2ubuntu0.2	amd64
ieee-data	20220827.1	all
iio-sensor-proxy	3.5-1build2	amd64
im-config	0.57-2	all
inetutils-telnet	2:2.5-3ubuntu4.1	amd64
info	7.1-3build2	amd64
init	1.66ubuntu1	amd64
init-system-helpers	1.66ubuntu1	all
initramfs-tools	0.142ubuntu25.8	all
initramfs-tools-bin	0.142ubuntu25.8	amd64
initramfs-tools-core	0.142ubuntu25.8	all
inputattach	1:1.8.1-2build1	amd64
install-info	7.1-3build2	amd64
intel-media-va-driver:amd64	24.1.0+dfsg1-1ubuntu0.2	amd64
intel-microcode	3.20260210.0ubuntu0.24.04.1	amd64
iperf3	3.16-1build2	amd64
ipp-usb	0.9.24-0ubuntu3.3	amd64
iproute2	6.1.0-1ubuntu6.2	amd64
iptables	1.8.10-3ubuntu2	amd64
iputils-ping	3:20240117-1ubuntu0.1	amd64
iputils-tracepath	3:20240117-1ubuntu0.1	amd64
iso-codes	4.16.0-1	all
iucode-tool	2.3.1-3build1	amd64
java-common	0.75+exp1	all
javascript-common	11+nmu1	all
jq	1.7.1-3ubuntu0.24.04.2	amd64
kbd	2.6.4-2ubuntu2	amd64
kerneloops	0.12+git20140509-6ubuntu8	amd64
keyboard-configuration	1.226ubuntu1	all
keyboxd	2.4.4-2ubuntu17.4	amd64
klibc-utils	2.0.13-4ubuntu0.2	amd64
kmod	31+20240202-2ubuntu7.2	amd64
krb5-locales	1.20.1-6ubuntu2.6	all
kwayland-data	4:5.115.0-0ubuntu5	all
kwayland-integration:amd64	4:5.27.11-0ubuntu3	amd64
language-pack-en	1:24.04+20260127	all
language-pack-en-base	1:24.04+20260127	all
language-pack-gnome-en	1:24.04+20260127	all
language-pack-gnome-en-base	1:24.04+20260127	all
language-selector-common	0.225	all
language-selector-gnome	0.225	all
laptop-detect	0.16	all
ldap-utils	2.6.10+dfsg-0ubuntu0.24.04.1	amd64
less	590-2ubuntu2.1	amd64
liba52-0.7.4:amd64	0.7.4-20build1	amd64
libaa1:amd64	1.4p5-51.1	amd64
libaacs0:amd64	0.11.1-2build1	amd64
libabsl20220623t64:amd64	20220623.1-3.1ubuntu3.2	amd64
libaccountsservice0:amd64	23.13.9-2ubuntu6	amd64
libacl1:amd64	2.3.2-1build1.1	amd64
libadwaita-1-0:amd64	1.5.0-1ubuntu2	amd64
libalgorithm-diff-perl	1.201-1	all
libalgorithm-diff-xs-perl:amd64	0.04-8build3	amd64
libalgorithm-merge-perl	0.08-5	all
libao-common	1.2.2+20180113-1.1ubuntu4	all
libao4:amd64	1.2.2+20180113-1.1ubuntu4	amd64
libaom3:amd64	3.8.2-2ubuntu0.1	amd64
libapparmor1:amd64	4.0.1really4.0.1-0ubuntu0.24.04.5	amd64
libappstream5:amd64	1.0.2-1build6	amd64
libapt-pkg6.0t64:amd64	2.8.3	amd64
libarchive13t64:amd64	3.7.2-2ubuntu0.7	amd64
libargon2-1:amd64	0~20190702+dfsg-4build1	amd64
libaribb24-0t64:amd64	1.0.3-2.1build2	amd64
libasan8:amd64	14.2.0-4ubuntu2~24.04.1	amd64
libasound2-data	1.2.11-1ubuntu0.2	all
libasound2t64:amd64	1.2.11-1ubuntu0.2	amd64
libaspell15:amd64	0.60.8.1-1build1	amd64
libass9:amd64	1:0.17.1-2build1	amd64
libassuan0:amd64	2.5.6-1build1	amd64
libasyncns0:amd64	0.8-6build4	amd64
libatasmart4:amd64	0.19-5build3	amd64
libatk-adaptor:amd64	2.52.0-1build1	amd64
libatk-bridge2.0-0t64:amd64	2.52.0-1build1	amd64
libatk-wrapper-java	0.40.0-3build2	all
libatk-wrapper-java-jni:amd64	0.40.0-3build2	amd64
libatk1.0-0t64:amd64	2.52.0-1build1	amd64
libatkmm-1.6-1v5:amd64	2.28.4-1build4	amd64
libatm1t64:amd64	1:2.5.1-5.1build1	amd64
libatomic1:amd64	14.2.0-4ubuntu2~24.04.1	amd64
libatopology2t64:amd64	1.2.11-1ubuntu0.2	amd64
libatspi2.0-0t64:amd64	2.52.0-1build1	amd64
libattr1:amd64	1:2.5.2-1build1.1	amd64
libaudit-common	1:3.1.2-2.1build1.1	all
libaudit1:amd64	1:3.1.2-2.1build1.1	amd64
libauthen-sasl-perl	2.1700-1	all
libavahi-client3:amd64	0.8-13ubuntu6.2	amd64
libavahi-common-data:amd64	0.8-13ubuntu6.2	amd64
libavahi-common3:amd64	0.8-13ubuntu6.2	amd64
libavahi-core7:amd64	0.8-13ubuntu6.2	amd64
libavahi-glib1:amd64	0.8-13ubuntu6.2	amd64
libavc1394-0:amd64	0.5.4-5build3	amd64
libavcodec60:amd64	7:6.1.1-3ubuntu5	amd64
libavdevice60:amd64	7:6.1.1-3ubuntu5	amd64
libavfilter9:amd64	7:6.1.1-3ubuntu5	amd64
libavformat60:amd64	7:6.1.1-3ubuntu5	amd64
libavutil58:amd64	7:6.1.1-3ubuntu5	amd64
libayatana-appindicator3-1	0.5.93-1build3	amd64
libayatana-ido3-0.4-0:amd64	0.10.1-1build2	amd64
libayatana-indicator3-7:amd64	0.9.4-1build1	amd64
libb2-1:amd64	0.98.1-1.1build1	amd64
libbabeltrace1:amd64	1.5.11-3build3	amd64
libbasicobjects0t64:amd64	0.6.2-2.1build1	amd64
libbdplus0:amd64	0.2.0-3build1	amd64
libbinutils:amd64	2.42-4ubuntu2.10	amd64
libblas3:amd64	3.12.0-3build1.1	amd64
libblkid1:amd64	2.39.3-9ubuntu6.5	amd64
libblockdev-crypto3:amd64	3.1.1-1ubuntu0.1	amd64
libblockdev-fs3:amd64	3.1.1-1ubuntu0.1	amd64
libblockdev-loop3:amd64	3.1.1-1ubuntu0.1	amd64
libblockdev-mdraid3:amd64	3.1.1-1ubuntu0.1	amd64
libblockdev-nvme3:amd64	3.1.1-1ubuntu0.1	amd64
libblockdev-part3:amd64	3.1.1-1ubuntu0.1	amd64
libblockdev-swap3:amd64	3.1.1-1ubuntu0.1	amd64
libblockdev-utils3:amd64	3.1.1-1ubuntu0.1	amd64
libblockdev3:amd64	3.1.1-1ubuntu0.1	amd64
libbluetooth3:amd64	5.72-0ubuntu5.5	amd64
libbluray2:amd64	1:1.3.4-1build1	amd64
libboost-iostreams1.83.0:amd64	1.83.0-2.1ubuntu3.2	amd64
libboost-locale1.83.0:amd64	1.83.0-2.1ubuntu3.2	amd64
libboost-thread1.83.0:amd64	1.83.0-2.1ubuntu3.2	amd64
libbpf1:amd64	1:1.3.0-2build2	amd64
libbpfcc:amd64	0.29.1+ds-1ubuntu7	amd64
libbrlapi0.8:amd64	6.6-4ubuntu5	amd64
libbrotli1:amd64	1.1.0-2build2	amd64
